date;MVDA10
20190721;3747.82
20190722;3677.46
20190723;3588.24
20190724;3534.67
20190725;3672.21
20190726;3655.92
20190727;3487.95
20190728;3510.4
20190729;3526.85
20190730;3585.3
20190731;3645.68
20190801;3648.84
20190802;3670.21
20190803;3769.24
20190804;3772.97
20190805;4001.53
20190806;3910.73
20190807;3835.29
20190808;3831.44
20190809;3711.07
20190810;3638.54
20190811;3751.79
20190812;3729.73
20190813;3631.73
20190814;3452.88
20190815;3298.03
20190816;3328.1
20190817;3303.42
20190818;3466.85
20190819;3479.29
20190820;3456.11
20190821;3286.8
20190822;3347.73
20190823;3404.14
20190824;3305.26
20190825;3298.73
20190826;3341.16
20190827;3316.65
20190828;3294.9
20190829;3013.5
20190830;3042
20190831;3041.49
20190901;3037.24
20190902;3114.85
20190903;3264.17
20190904;3214.44
20190905;3163.1
20190906;3237.35
20190907;3232.78
20190908;3262.77
20190909;3232.46
20190910;3235.92
20190911;3160.54
20190912;3189.52
20190913;3196.01
20190914;3278.44
20190915;3271.87
20190916;3267.23
20190917;3482.69
20190918;3586.76
20190919;3539.56
20190920;3474.46
20190921;3475.05
20190922;3374.18
20190923;3372.93
20190924;3120.93
20190925;2765.92
20190926;2629.41
20190927;2692.87
20190928;2747.03
20190929;2707.18
20190930;2851.6
20191001;2849.51
20191002;2809.69
20191003;2773.8
20191004;2828.62
20191005;2816.64
20191006;2775.88
20191007;2922.24
20191008;2880.99
20191009;3027.01
20191010;2983.78
20191011;2902.11
20191012;2921.14
20191013;2977.6
20191014;2976.69
20191015;2907.86
20191016;2826.53
20191017;2906.39
20191018;2831.77
20191019;2856.27
20191020;2895.06
20191021;2881.21
20191022;2895.46
20191023;2640.22
20191024;2696.76
20191025;2985.16
20191026;3037.62
20191027;3194.45
20191028;3138.54
20191029;3191.7
20191030;3098.42
20191031;3135.2
20191101;3102.96
20191102;3175.78
20191103;3107.97
20191104;3183.65
20191105;3251.81
20191106;3245.08
20191107;3178.61
20191108;3060.11
20191109;3071.82
20191110;3177.65
20191111;3099.71
20191112;3083.2
20191113;3108.69
20191114;3058.8
20191115;2972.6
20191116;2998.18
20191117;3023.55
20191118;2961.31
20191119;2828.09
20191120;2844.77
20191121;2638.98
20191122;2456.43
20191123;2539.95
20191124;2434.74
20191125;2477.78
20191126;2439.03
20191127;2529.26
20191128;2565.62
20191129;2603.31
20191130;2574.66
20191201;2515.38
20191202;2482.83
20191203;2475.08
20191204;2509.06
20191205;2444.97
20191206;2477.35
20191207;2499.13
20191208;2521.31
20191209;2476.23
20191210;2427.31
20191211;2410.7
20191212;2411.03
20191213;2435.75
20191214;2374.5
20191215;2398.9
20191216;2368.87
20191217;2184.02
20191218;2190.25
20191219;2217.61
20191220;2240.41
20191221;2228.66
20191222;2277.43
20191223;2313.06
20191224;2256.17
20191225;2199.13
20191226;2264.62
20191227;2237.41
20191228;2299.05
20191229;2339.53
20191230;2303.92
20191231;2284.62
20200101;2326.27
20200102;2228.79
20200103;2340.33
20200104;2327.6
20200105;2387.59
20200106;2471.74
20200107;2504
20200108;2488.97
20200109;2440.61
20200110;2554.65
20200111;2656.93
20200112;2625.5
20200113;2622.82
20200114;3026.05
20200115;3066.86
20200116;3000.86
20200117;3133.27
20200118;3130.85
20200119;3006.35
20200120;3071.12
20200121;3084.08
20200122;3093.48
20200123;2949.15
20200124;2937.95
20200125;2910.17
20200126;2990.26
20200127;3149.83
20200128;3137.84
20200129;3252.33
20200130;3287.25
20200131;3236.55
20200201;3318.55
20200202;3395.63
20200203;3329.01
20200204;3356.88
20200205;3560.81
20200206;3662.36
20200207;3700.95
20200208;3790.5
20200209;3849.85
20200210;3784.41
20200211;3919.77
20200212;4144.53
20200213;4158.54
20200214;4276.13
20200215;4010.8
20200216;3702.18
20200217;3863.95
20200218;4010.58
20200219;4049.87
20200220;3721.24
20200221;3835.52
20200222;3780.51
20200223;3895.25
20200224;3792.51
20200225;3566.36
20200226;3222.82
20200227;3399.01
20200228;3228.79
20200229;3210.77
20200301;3177.98
20200302;3367.84
20200303;3264.39
20200304;3251.27
20200305;3409.55
20200306;3422.8
20200307;3437.25
20200308;3023.08
20200309;2837.79
20200310;2881.91
20200311;2805.45
20200312;2094.63
20200313;1872
20200314;1933.79
20200315;1905.77
20200316;1761.28
20200317;1845.01
20200318;1819.31
20200319;2126.67
20200320;2240.58
20200321;2123.67
20200322;2070.55
20200323;2177.97
20200324;2232.17
20200325;2237.62
20200326;2229.04
20200327;2270.34
20200328;2145.57
20200329;2118.05
20200330;2206.05
20200331;2210.91
20200401;2142.53
20200402;2371.77
20200403;2321.4
20200404;2352.93
20200405;2336.51
20200406;2554.15
20200407;2655.68
20200408;2660
20200409;2647.8
20200410;2451.3
20200411;2434.66
20200412;2562.34
20200413;2420.26
20200414;2505.21
20200415;2431.62
20200416;2563.26
20200417;2572.27
20200418;2676.11
20200419;2641.79
20200420;2602.19
20200421;2510.82
20200422;2622.63
20200423;2730.38
20200424;2731.4
20200425;2769.17
20200426;2772.14
20200427;2769.57
20200428;2822.7
20200429;3082.98
20200430;3018.18
20200501;3044.96
20200502;3114.79
20200503;3054.63
20200504;3019.99
20200505;3022.55
20200506;3087.14
20200507;3087.34
20200508;3223.17
20200509;3194.26
20200510;2711.69
20200511;2770.5
20200512;2884.26
20200513;2939.61
20200514;3016.91
20200515;2985.07
20200516;2989.04
20200517;3077.44
20200518;3098.16
20200519;3117.12
20200520;3052.8
20200521;2923.89
20200522;3024.15
20200523;2997.37
20200524;2944.16
20200525;2921.74
20200526;2889.39
20200527;2987.94
20200528;3062.83
20200529;3102.32
20200530;3215.28
20200531;3215.11
20200601;3230.78
20200602;3184.4
20200603;3235.57
20200604;3279.16
20200605;3271.49
20200606;3242.18
20200607;3188.45
20200608;3258.35
20200609;3253.08
20200610;3261.22
20200611;3051.81
20200612;3136.77
20200613;3145.77
20200614;3113.52
20200615;3056.23
20200616;3114.66
20200617;3089.59
20200618;3092.1
20200619;3067.12
20200620;3036.14
20200621;3069.33
20200622;3177.22
20200623;3192.15
20200624;3074.5
20200625;3076.34
20200626;3031.44
20200627;2989.67
20200628;2983.78
20200629;2963.1
20200630;2979.46
20200701;3025.83
20200702;2950.4
20200703;2981.85
20200704;2975.69
20200705;2957.5
20200706;3139.09
20200707;3135.47
20200708;3251.07
20200709;3185.75
20200710;3180.78
20200711;3182.53
20200712;3195.51
20200713;3253.66
20200714;3205.51
20200715;3197.73
20200716;3132.25
20200717;3147.13
20200718;3161.4
20200719;3152.97
20200720;3173.77
20200721;3230.38
20200722;3223.67
20200723;3463.92
20200724;3424.33
20200725;3523.15
20200726;3625.92
20200727;3758.9
20200728;3900.74
20200729;3973.67
20200730;3958.93
20200731;4165.1
20200801;4317.2
20200802;4346.23
20200803;4443.49
20200804;4392.93
20200805;4517.4
20200806;4582.36
20200807;4452.7
20200808;4507.63
20200809;4498.9
20200810;4585.94
20200811;4428.43
20200812;4452.73
20200813;4506.99
20200814;4793.96
20200815;4860.4
20200816;4866.91
20200817;5023.11
20200818;4809
20200819;4637.37
20200820;4687.19
20200821;4522.96
20200822;4474.85
20200823;4477.07
20200824;4597.89
20200825;4314.38
20200826;4427.21
20200827;4270.17
20200828;4437.35
20200829;4496.7
20200830;4638.04
20200831;4666.06
20200901;4908.31
20200902;4504.11
20200903;4167.02
20200904;4085.31
20200905;3900.55
20200906;3925.42
20200907;3884.38
20200908;3868.69
20200909;3928.71
20200910;4006.4
20200911;3989.7
20200912;4039.83
20200913;3963.38
20200914;4152.25
20200915;4072.4
20200916;4088.63
20200917;4095.09
20200918;4107.02
20200919;4134.68
20200920;4013.6
20200921;3735.51
20200922;3770.9
20200923;3773.28
20200924;3836.89
20200925;3883.51
20200926;3957.95
20200927;3973.69
20200928;4056.56
20200929;3955.18
20200930;4008.51
20201001;3899.33
20201002;3854.96
20201003;3885.75
20201004;3907.99
20201005;3975.21
20201006;3966.63
20201007;3868.4
20201008;3986.4
20201009;4083.05
20201010;4169
20201011;4194.35
20201012;4284.37
20201013;4233.63
20201014;4185.9
20201015;4182.77
20201016;4106.93
20201017;4087.25
20201018;4163.95
20201019;4236.78
20201020;4168.84
20201021;4437.13
20201022;4599.57
20201023;4491.18
20201024;4613.02
20201025;4568.15
20201026;4431.33
20201027;4674.22
20201028;4463.17
20201029;4512.97
20201030;4406.51
20201031;4495.08
20201101;4483.55
20201102;4405.25
20201103;4355.92
20201104;4467.9
20201105;4708.63
20201106;4924.8
20201107;4964.16
20201108;4972.4
20201109;4857.6
20201110;4891.48
20201111;5067.32
20201112;5008.63
20201113;5122.55
20201114;5014.29
20201115;5034.62
20201116;5187.4
20201117;5468.17
20201118;5402.98
20201119;5506.87
20201120;5796.27
20201121;6211.33
20201122;6293.83
20201123;6666.94
20201124;7203.47
20201125;7060.11
20201126;5748.5
20201127;5949.9
20201128;6399.36
20201129;6468.34
20201130;6945.08
20201201;6828.04
20201202;6709.08
20201203;6969.68
20201204;6682.93
20201205;6717.27
20201206;6759.14
20201207;6779.72
20201208;6553.74
20201209;6404.7
20201210;6369.3
20201211;6221.87
20201212;6217.6
20201213;6604.72
20201214;6437.71
20201215;6485.34
20201216;6979.58
20201217;7796.02
20201218;7354.18
20201219;7697.41
20201220;7588.26
20201221;7206.28
20201222;7167.41
20201223;6628.84
20201224;6504.2
20201225;6858.3
20201226;7252.49
20201227;7584.58
20201228;7763.71
20201229;7352.5
20201230;7757.15
20201231;7740.67
20210101;7988.3
20210102;8542.9
20210103;9239.49
20210104;9409.9
20210105;10014.2
20210106;11055.04
20210107;11931.85
20210108;11716.97
20210109;11816.38
20210110;12086
20210111;9242.68
20210112;10532.85
20210113;10563.34
20210114;11869.26
20210115;11331.5
20210116;12331.18
20210117;12073.25
20210118;12113.43
20210119;12996.62
20210120;12039.04
20210121;10963.53
20210122;11588.64
20210123;11676.71
20210124;11898.53
20210125;12388.84
20210126;11685.47
20210127;11076.82
20210128;11894.57
20210129;12380.17
20210130;12225
20210131;11772.89
20210201;11824.73
20210202;12913.94
20210203;13772.63
20210204;13724.74
20210205;14393.57
20210206;14839.44
20210207;14228.14
20210208;15797.5
20210209;16328.49
20210210;16537.61
20210211;17780.68
20210212;18101.04
20210213;18376.98
20210214;18648.54
20210215;18847.04
20210216;18123.06
20210217;19048.53
20210218;19562.66
20210219;20135.81
20210220;21650.83
20210221;21298.15
20210222;19227.29
20210223;17176.13
20210224;18153.1
20210225;18571.96
20210226;17992.46
20210227;18121.92
20210228;16434.26
20210301;18656.98
20210302;18185.71
20210303;19308.99
20210304;18664.02
20210305;17657.79
20210306;18027.53
20210307;19018.4
20210308;19152.78
20210309;20541.69
20210310;21079.71
20210311;20697.3
20210312;20378.33
20210313;21414.4
20210314;20955.01
20210315;19942.94
20210316;20117.8
20210317;20275.63
20210318;21182.69
20210319;21111.7
20210320;21295.26
20210321;20555.63
20210322;20514.83
20210323;19883.15
20210324;19824.23
20210325;18255.34
20210326;19378.61
20210327;19841.12
20210328;19905.33
20210329;20622.16
20210330;21024.93
20210331;21222.8
20210401;21917.51
20210402;22668.15
20210403;22839.22
20210404;22716.88
20210405;23403.35
20210406;23686.32
20210407;22614.17
20210408;23342.27
20210409;23563.59
20210410;24500.25
20210411;24611.89
20210412;25426.9
20210413;26603.66
20210414;27272.1
20210415;27662.42
20210416;27354.03
20210417;26801.62
20210418;24326.01
20210419;23869.92
20210420;24985.48
20210421;26165.07
20210422;26830.49
20210423;23681.02
20210424;23144.07
20210425;23983.92
20210426;25213.91
20210427;26535.33
20210428;26878.42
20210429;26666.92
20210430;27997.94
20210501;28847.06
20210502;28902.49
20210503;30662.21
20210504;30450.99
20210505;32787.72
20210506;33418.72
20210507;33695.1
20210508;34243.09
20210509;34486.31
20210510;35097.99
20210511;34207.61
20210512;34165.75
20210513;30925.55
20210514;34057.29
20210515;32368.96
20210516;31507.34
20210517;28322.44
20210518;29657.95
20210519;24488.85
20210520;23721.23
20210521;21497.52
20210522;20983.03
20210523;16309.85
20210524;21022.14
20210525;21826.86
20210526;22993.75
20210527;23348.22
20210528;21080.48
20210529;20176.65
20210530;20876.98
20210531;22270.73
20210601;21752.2
20210602;23809.92
20210603;24438.98
20210604;22852.08
20210605;22545.83
20210606;22831.22
20210607;22783.03
20210608;20000.76
20210609;22020.04
20210610;21400.23
20210611;20793.07
20210612;20494.07
20210613;20755.45
20210614;22501.86
20210615;22379.25
20210616;21217.04
20210617;21138.61
20210618;20077.2
20210619;19948.9
20210620;19083.22
20210621;17143.46
20210622;16772.08
20210623;17657.86
20210624;18285.11
20210625;16732.78
20210626;16308.17
20210627;16952.51
20210628;18443.59
20210629;19367.67
20210630;18091.23
20210701;17912.81
20210702;18100.35
20210703;18771.88
20210704;19519.01
20210705;18518.57
20210706;19131.52
20210707;19506.02
20210708;18264.59
20210709;18386.51
20210710;18366.61
20210711;18456.21
20210712;17822.06
20210713;17476.56
20210714;17407.47
20210715;16681.48
20210716;16774.95
20210717;16430.37
20210718;16441.55
20210719;15769.12
20210720;15198.68
20210721;16839.61
20210722;17022.97
20210723;16759.14
20210724;18142.46
20210725;17664.39
20210726;19782.75
20210727;18722.47
20210728;19694.28
20210729;19636.95
20210730;19481
20210731;20478.51
20210801;21160.97
20210802;21043.1
20210803;20250.32
20210804;21256.82
20210805;21473
20210806;22337.63
20210807;23580.8
20210808;23142.12
20210809;24283.94
20210810;23917.48
20210811;25714.87
20210812;24002.41
20210813;25983.74
20210814;26580.76
20210815;25964.93
20210816;26969.3
20210817;26220.66
20210818;26196.81
20210819;25922.24
20210820;28053.12
20210821;28285.25
20210822;27755.82
20210823;29438.85
20210824;27539.36
20210825;28316.58
20210826;26884.95
20210827;28167.68
20210828;28353.33
20210829;28188.56
20210830;28092.83
20210831;28499.98
20210901;29906.55
20210902;30595.58
20210903;31694.22
20210904;31170.38
20210905;31453.33
20210906;31973.72
20210907;29208.77
20210908;28359.6
20210909;29335.03
20210910;27450.5
20210911;28362.4
20210912;28608.89
20210913;27070.04
20210914;28085.94
20210915;29070.26
20210916;29020.8
20210917;28229.03
20210918;28467.98
20210919;27999.65
20210920;25543.42
20210921;24569.57
20210922;25517.04
20210923;25815.55
20210924;24647.27
20210925;24931.94
20210926;25159.43
20210927;24839.67
20210928;23583.11
20210929;23989.89
20210930;24824.84
20211001;27307.6
20211002;28373.92
20211003;28176.67
20211004;27851.76
20211005;28429.8
20211006;29839.49
20211007;29691.37
20211008;29838.11
20211009;29733.56
20211010;29603.03
20211011;29711.31
20211012;29284
20211013;29584.55
20211014;30786.42
20211015;31951.15
20211016;31997.36
20211017;31652.25
20211018;31604.53
20211019;32019.37
20211020;33982.65
20211021;33025.43
20211022;33010
20211023;33199.48
20211024;32693.1
20211025;34387.78
20211026;33778.49
20211027;31915.36
20211028;33626.99
20211029;34697.3
20211030;33693.48
20211031;33443.97
20211101;34204.13
20211102;35615.31
20211103;35602.96
20211104;35477.71
20211105;35807.64
20211106;35663.05
20211107;36991.36
20211108;38191.69
20211109;38413.25
20211110;39164.82
20211111;37698.41
20211112;36182.31
20211113;37410.86
20211114;36617.92
20211115;37102.59
20211116;34689.28
20211117;34289.14
20211118;32024.44
20211119;33968.95
20211120;33785.24
20211121;34986.77
20211122;33895
20211123;34260.17
20211124;32983.52
20211125;34825.48
20211126;31700.88
20211127;32196.58
20211128;31296.88
20211129;33640.67
20211130;33985.42
20211201;35065.91
20211202;33863.73
20211203;32620.4
20211204;29152.25
20211205;29198.22
20211206;29647.59
20211207;30989.49
20211208;30800.88
20211209;29645.45
20211210;28383
20211211;29051.82
20211212;29272.75
20211213;27460.54
20211214;27292.4
20211215;27155.39
20211216;29151.34
20211217;28202.33
20211218;28245.21
20211219;28327.05
20211220;27521.14
20211221;28720.99
20211222;29311.98
20211223;29315.4
20211224;30252.35
20211225;30084.47
20211226;30182.24
20211227;30824.97
20211228;29035.54
20211229;28240.53
20211230;28070.28
20211231;27910.2
20220101;27919.57
20220102;28604.68
20220103;27834.2
20220104;28046.76
20220105;27652.06
20220106;25276.77
20220107;24355.03
20220108;23707.73
20220109;24053.39
20220110;23491.02
20220111;24430.13
20220112;25611.76
20220113;25299.43
20220114;25401.8
20220115;25765.26
20220116;25962.99
20220117;24948.25
20220118;24384.27
20220119;24292.22
20220120;25116.32
20220121;22106.1
20220122;19122.43
20220123;19436.7
20220124;18387.93
20220125;19675.77
20220126;20736.72
20220127;19618.61
20220128;19645.8
20220129;20032.44
20220130;20091.82
20220131;20499.08
20220201;21237.08
20220202;20270.69
20220203;19858.73
20220204;21786.26
20220205;22401.07
20220206;22489.28
20220207;23889.02
20220208;23046.81
20220209;23916.42
20220210;24107.95
20220211;23131.19
20220212;22172.69
20220213;21961.76
20220214;22194.93
20220215;23238.65
20220216;22937.53
20220217;22241.01
20220218;20986.34
20220219;20914.56
20220220;20092.94
20220221;20360.92
20220222;19617.08
20220223;20486.9
20220224;18788.99
20220225;20529.54
20220226;20898.89
20220227;20820.58
20220228;21513.12
20220301;22472.36
20220302;22923.75
20220303;21910.51
20220304;21129.08
20220305;20716.77
20220306;20564.33
20220307;20186.4
20220308;19878.71
20220309;21691.66
20220310;20369.7
20220311;20097.91
20220312;20273.34
20220313;20162.28
20220314;19975.42
20220315;20207.12
20220316;20639.41
20220317;21281.99
20220318;21752.81
20220319;22386.62
20220320;21658.6
20220321;21843.85
20220322;22549.03
20220323;22932.03
20220324;23676.75
20220325;23312.54
20220326;23600.87
20220327;23894.56
20220328;25399.44
20220329;25543.26
20220330;25758.09
20220331;24785.87
20220401;25516.52
20220402;26027.44
20220403;26013.96
20220404;25640.45
20220405;26040.3
20220406;24109.22
20220407;24109.08
20220408;24118.21
20220409;23530.55
20220410;23882.22
20220411;22191.76
20220412;22340.44
20220413;22652.62
20220414;22081.78
20220415;22278.28
20220416;22212.41
20220417;22375.58
20220418;21705.35
20220419;22853.81
20220420;22853.21
20220421;22907.62
20220422;21827.63
20220423;22015.36
20220424;21702.06
20220425;21722.13
20220426;21265.1
20220427;21319.78
20220428;21610.47
20220429;20852.14
20220430;20553.2
20220501;20574.79
20220502;20447.89
20220503;20344.36
20220504;20819.85
20220505;19978.66
20220506;19656.68
20220507;19420.17
20220508;18320.29
20220509;16468.14
20220510;16282.03
20220511;14440.78
20220512;13737.52
20220513;14172.54
20220514;13726
20220515;14353.69
20220516;13831.32
20220517;14296.1
20220518;13704.68
20220519;14049.11
20220520;13445.74
20220521;13879.17
20220522;14063.57
20220523;14428.38
20220524;13784.97
20220525;13792.78
20220526;13464.18
20220527;12808.73
20220528;12974.6
20220529;13177.52
20220530;13846.76
20220531;14415.33
20220601;13604
20220602;13485.28
20220603;13042.38
20220604;13123.93
20220605;13240.61
20220606;13699.35
20220607;13165.17
20220608;13348.39
20220609;13437.18
20220610;12662.94
20220611;11977.46
20220612;11697.83
20220613;9922.94
20220614;9732.89
20220615;8948.28
20220616;9357.47
20220617;9081.04
20220618;8410.27
20220619;8807.41
20220620;9229.78
20220621;9792.67
20220622;9224.65
20220623;9291.17
20220624;9929.81
20220625;9877.02
20220626;10150.04
20220627;9859.45
20220628;9774.06
20220629;9203.36
20220630;8850.69
20220701;8982.98
20220702;8993.13
20220703;8927.03
20220704;9285.2
20220705;9172.05
20220706;9575.38
20220707;10040.18
20220708;10072.06
20220709;10132.81
20220710;9733.43
20220711;9481.4
20220712;9184.38
20220713;9037.16
20220714;9428.77
20220715;9767.39
20220716;10410.37
20220717;10318.03
20220718;11111.61
20220719;11587.89
20220720;11601.21
20220721;11435.66
20220722;11488.27
20220723;11058.38
20220724;11436.28
20220725;10996.38
20220726;10236.7
20220727;10714.48
20220728;12029.14
20220729;12126.88
20220730;12510.68
20220731;12221.07
20220801;11828.93
20220802;11916.22
20220803;11996.56
20220804;11575.71
20220805;12008.47
20220806;12183.06
20220807;12250.26
20220808;12602.29
20220809;12135.77
20220810;12817.18
20220811;13019.84
20220812;12887.6
20220813;13342.66
20220814;13234.03
20220815;13170.93
20220816;12939.81
20220817;12631.68
20220818;12577.15
20220819;11608.56
20220820;11246.23
20220821;11406.43
20220822;11208.17
20220823;11418.69
20220824;11594.65
20220825;11563.06
20220826;11000.32
20220827;10508.77
20220828;10571.11
20220829;10765.48
20220830;10435.02
20220831;10724.81
20220901;10551.01
20220902;10900.41
20220903;10717.33
20220904;10836.74
20220905;10854.23
20220906;11038.07
20220907;10466.06
20220908;10777.68
20220909;11540.68
20220910;11603.28
20220911;11788.56
20220912;11739.37
20220913;11077.13
20220914;10855.71
20220915;10611.65
20220916;10299.61
20220917;10625.2
20220918;10304.73
20220919;9982.44
20220920;10006.21
20220921;9929.42
20220922;9828.82
20220923;9823.56
20220924;10119.34
20220925;9921.02
20220926;9967.54
20220927;9980.82
20220928;10072.36
20220929;10114.07
20220930;10247.61
20221001;9988.06
20221002;9944.07
20221003;10073.64
20221004;10363.73
20221005;10394.26
20221006;10380.36
20221007;10059.42
20221008;10105.36
20221009;10078.61
20221010;9879.44
20221011;9824.64
20221012;9749.39
20221013;9622.73
20221014;9767.77
20221015;9679.5
20221016;9680.62
20221017;9899.99
20221018;9822.4
20221019;9740.23
20221020;9679.59
20221021;9625.7
20221022;9697.66
20221023;9702.58
20221024;9820.96
20221025;10318.14
20221026;10844.89
20221027;10848.33
20221028;11086.61
20221029;11657.41
20221030;11323.78
20221031;11432.99
20221101;11432.04
20221102;11440.84
20221103;11399.45
20221104;11873.1
20221105;12156.83
20221106;12041.82
20221107;11624.79
20221108;11650.98
20221109;9211.06
20221110;9922.24
20221111;9271.76
20221112;9353.16
20221113;9092.25
20221114;9000.16
20221115;9291.47
20221116;8949.1
20221117;8941.79
20221118;8950.2
20221119;8945.38
20221120;8797.7
20221121;8407.88
20221122;8540.73
20221123;8828.16
20221124;9075.67
20221125;9047.21
20221126;9214.68
20221127;9312.84
20221128;9005.63
20221129;9127.17
20221130;9388.79
20221201;9377.82
20221202;9367.61
20221203;9370.72
20221204;9353.92
20221205;9361.91
20221206;9313.43
20221207;9143.76
20221208;9258.87
20221209;9371.31
20221210;9367.99
20221211;9363.75
20221212;9118.52
20221213;9453.47
20221214;9551.36
20221215;9167
20221216;8641.78
20221217;8500.74
20221218;8557.79
20221219;8518.7
20221220;8659.31
20221221;8604.57
20221222;8502.87
20221223;8640.24
20221224;8631.89
20221225;8589.13
20221226;8614.98
20221227;8584.4
20221228;8449.21
20221229;8482.61
20221230;8417.59
20221231;8488.87
20230101;8447.01
20230102;8591.79
20230103;8560.64
20230104;8842.3
20230105;8792.3
20230106;8848.69
20230107;8881.53
20230108;8946.85
20230109;9475.09
20230110;9354.44
20230111;9329.71
20230112;9702.79
20230113;9995.21
20230114;10869.64
20230115;10882.97
20230116;10871.32
20230117;11003.47
20230118;10673.94
20230119;10672.73
20230120;10916.06
20230121;11619.82
20230122;11534.56
20230123;11486.5
20230124;11511.28
20230125;11168.31
20230126;11451.4
20230127;11518.38
20230128;11489.37
20230129;11782.08
20230130;11515.87
20230131;11606.52
20230201;11431.88
20230202;12107.66
20230203;12035.35
20230204;12090.84
20230205;11821.34
20230206;11851.89
20230207;11833.17
20230208;11905.36
20230209;11624.89
20230210;11057.67
20230211;11081.74
20230212;11327.19
20230213;10734.41
20230214;11153.34
20230215;11460.33
20230216;12382.32
20230217;12053.76
20230218;12292.94
20230219;12350.83
20230220;12355.15
20230221;12079.62
20230222;11707.05
20230223;11869.28
20230224;11499.26
20230225;11460.85
20230226;11540.74
20230227;11648.51
20230228;11624.71
20230301;11718.8
20230302;11468.78
20230303;11095.3
20230304;11057.79
20230305;11095.72
20230306;11087.77
20230307;10928.95
20230308;10918.07
20230309;10669.32
20230310;9984.35
20230311;10064.16
20230312;10270.71
20230313;11658.01
20230314;12327.18
20230315;11336.53
20230316;11790.19
20230317;12249.26
20230318;12670.38
20230319;12864.24
20230320;12541.72
20230321;12865.59
20230322;12847.31
20230323;12940.14
20230324;12528.61
20230325;12487.31
20230326;12498.05
20230327;12151.88
20230328;12176.15
20230329;12637.84
20230330;12591.53
20230331;12819.15
20230401;12741.3
20230402;12652.98
20230403;12564.03
20230404;12938.23
20230405;12948.58
20230406;12900.19
20230407;12732.38
20230408;12810.35
20230409;12704.39
20230410;13017.03
20230411;13386.09
20230412;13297.31
20230413;13675.21
20230414;13812.97
20230415;14088.58
20230416;14178.41
20230417;13937.31
20230418;14144.37
20230419;13539.23
20230420;13069.28
20230421;12970.44
20230422;12837.16
20230423;12781.6
20230424;12555.74
20230425;12640.55
20230426;13497.14
20230427;13143.91
20230428;13078.53
20230429;13157.2
20230430;13323.04
20230501;12803.4
20230502;12812.15
20230503;12803.8
20230504;12952.4
20230505;13335.24
20230506;12846.35
20230507;12993.64
20230508;12553.63
20230509;12456.5
20230510;12588.12
20230511;12141.77
20230512;11930.14
20230513;12137.35
20230514;12231.76
20230515;12416.61
20230516;12263.08
20230517;12224.64
20230518;12274
20230519;12221.11
20230520;12239.47
20230521;12173.31
20230522;12222.53
20230523;12387.94
20230524;11970.8
20230525;11980.92
20230526;12173.7
20230527;12147.34
20230528;12364.01
20230529;12524.37
20230530;12591.67
20230531;12285.2
20230601;12376.36
20230602;12434.77
20230603;12514.98
20230604;12529.01
20230605;11797.83
20230606;12018.08
20230607;11781.14
20230608;11816.93
20230609;11783.53
20230610;10877.05
20230611;11081.93
20230612;11024.03
20230613;11047.04
20230614;11121.38
20230615;10557.48
20230616;10825.64
20230617;11098.5
20230618;11216.84
20230619;11056.86
20230620;11236.6
20230621;12058.39
20230622;12037.33
20230623;12324.92
20230624;12026
20230625;12139.27
20230626;11868.96
20230627;12127.27
20230628;11855.71
20230629;11880.69
20230630;12120.28
20230701;12264.11
20230702;12309.88
20230703;12463.77
20230704;12462.89
20230705;12148.68
20230706;12045.32
20230707;12059.05
20230708;12068.57
20230709;12044.27
20230710;12145.55
20230711;12245.04
20230712;12195.21
20230713;12987.6
20230714;13543.12
20230715;13135.63
20230716;13243.13
20230717;12978.71
20230718;12826.57
20230719;13075.53
20230720;13009.66
20230721;13031.27
20230722;13002.61
20230723;12930.44
20230724;12547.02
20230725;12613.54
20230726;12656.01
20230727;12770.36
20230728;12789.63
20230729;12774.2
20230730;12834.89
20230731;12691.44
20230801;12561.31
20230802;12434.4
20230803;12508.82
20230804;12502.7
20230805;12297.79
20230806;12359.56
20230807;12187.52
20230808;12556.16
20230809;12532.79
20230810;12475.3
20230811;12415.61
20230812;12477.93
20230813;12429.66
20230814;12495.2
20230815;12354.39
20230816;12098.35
20230817;11618.35
20230818;10867.75
20230819;11087.83
20230820;10999.95
20230821;10845.31
20230822;10806.01
20230823;11070.09
20230824;10920.35
20230825;10843
20230826;10892.15
20230827;10983.01
20230828;10936.26
20230829;11569.69
20230830;11244.18
20230831;10893.07
20230901;10707.8
20230902;10757.66
20230903;10743.29
20230904;10757.43
20230905;10772.24
20230906;10677.91
20230907;10752.78
20230908;10724.66
20230909;10772.61
20230910;10607.86
20230911;10289.64
20230912;10596.83
20230913;10659.44
20230914;10795.75
20230915;10754.12
20230916;10840.62
20230917;10799.4
20230918;11051.68
20230919;11058.76
20230920;10980.11
20230921;10723.06
20230922;10724.8
20230923;10753.35
20230924;10737.57
20230925;10680.51
20230926;10670.83
20230927;10686.13
20230928;10986.48
20230929;11048.6
20230930;11115.87
20231001;11151.71
20231002;11337.21
20231003;11128.94
20231004;11121.02
20231005;11027.62
20231006;11179.95
20231007;11173.1
20231008;11133.71
20231009;10765.85
20231010;10765.49
20231011;10578
20231012;10499.43
20231013;10589.53
20231014;10659.51
20231015;10672.74
20231016;10946.7
20231017;11006.29
20231018;10933.61
20231019;10963.82
20231020;11303.02
20231021;11486.38
20231022;11508.67
20231023;11944.52
20231024;12587.84
20231025;12684.04
20231026;12502.61
